file_path,folder,prob_unclustered,prob_clustered,prob_nonmono,max_probability,prediction,uncertain,label_studio_id
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y005_cell_0194_slide1_6.png,Monocyte_without_RBC,0.3716,0.4844,0.1441,0.4844,Clustered,True,65750
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x018_y014_cell_0013_slide1_4.png,Clustered_cell,0.3728,0.1419,0.4853,0.4853,NonMonocyte,True,495206
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x018_y014_cell_0007_slide1_1.png,Clustered_cell,0.0666,0.4853,0.4481,0.4853,Clustered,True,495180
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y003_cell_0183_slide1_5.png,Clustered_cell,0.2759,0.2383,0.4858,0.4858,NonMonocyte,True,61872
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x017_y002_cell_0128_slide1_2.png,Clustered_cell,0.0575,0.4567,0.4858,0.4858,NonMonocyte,True,469814
D:/MMA_LabelledData/Sliced\Lymphocyte\tile_x001_y001_cell_0001_slide2_3.png,Lymphocyte,0.4869,0.0378,0.4753,0.4869,Unclustered,True,56167
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x007_y004_cell_0030_slide1_3.png,Clustered_cell,0.3448,0.4871,0.1681,0.4871,Clustered,True,220792
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y003_cell_0137_slide1_5.png,Monocyte_without_RBC,0.4878,0.0587,0.4535,0.4878,Unclustered,True,61689
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y002_cell_0173_slide1_6.png,Clustered_cell,0.2697,0.4879,0.2424,0.4879,Clustered,True,59736
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y003_cell_0037_slide2_2.png,Monocyte_without_RBC,0.3789,0.1332,0.4879,0.4879,NonMonocyte,True,60782
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y002_cell_0030_slide2_5.png,Monocyte_without_RBC,0.4766,0.488,0.0354,0.488,Clustered,True,58603
D:/MMA_LabelledData/Sliced\Lymphocyte\tile_x001_y001_cell_0175_slide1_5.png,Lymphocyte,0.4728,0.0391,0.4881,0.4881,NonMonocyte,True,57860
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x007_y004_cell_0045_slide1_3.png,Clustered_cell,0.0295,0.4882,0.4823,0.4882,Clustered,True,221008
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y005_cell_0037_slide2_7.png,Clustered_cell,0.4368,0.4886,0.0747,0.4886,Clustered,True,64641
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y004_cell_0010_slide2_3.png,Monocyte_without_RBC,0.4887,0.1684,0.3428,0.4887,Unclustered,True,62329
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y004_cell_0077_slide2_6.png,Monocyte_without_RBC,0.141,0.3699,0.4891,0.4891,NonMonocyte,True,63214
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y002_cell_0002_slide2_1.png,Monocyte_without_RBC,0.4896,0.0858,0.4246,0.4896,Unclustered,True,58116
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y001_cell_0122_slide1_4.png,Monocyte_without_RBC,0.4898,0.4375,0.0727,0.4898,Unclustered,True,57684
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y004_cell_0148_slide1_4.png,Monocyte_without_RBC,0.4899,0.0237,0.4864,0.4899,Unclustered,True,63608
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y003_cell_0286_slide1_4.png,Clustered_cell,0.4693,0.49,0.0407,0.49,Clustered,True,62095
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x007_y004_cell_0019_slide2_8.png,Clustered_cell,0.4098,0.1001,0.4901,0.4901,NonMonocyte,True,220634
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y004_cell_0091_slide1_4.png,Clustered_cell,0.2986,0.2112,0.4902,0.4902,NonMonocyte,True,63307
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x018_y011_cell_0017_slide1_4.png,Monocyte_without_RBC,0.4903,0.1122,0.3975,0.4903,Unclustered,True,494581
D:/MMA_LabelledData/Sliced\Lymphocyte\tile_x001_y003_cell_0114_slide1_3.png,Lymphocyte,0.4906,0.019,0.4904,0.4906,Unclustered,True,61526
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y001_cell_0051_slide2_1.png,Monocyte_without_RBC,0.1977,0.3116,0.4907,0.4907,NonMonocyte,True,57057
D:/MMA_LabelledData/Sliced\Unusable\tile_x001_y004_cell_0065_slide1_3.png,Unusable,0.4074,0.1013,0.4913,0.4913,NonMonocyte,True,63085
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y006_cell_0070_slide2_6.png,Monocyte_without_RBC,0.4913,0.4851,0.0236,0.4913,Unclustered,True,66971
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y005_cell_0020_slide2_7.png,Monocyte_without_RBC,0.4914,0.2936,0.215,0.4914,Unclustered,True,64375
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x007_y004_cell_0050_slide1_7.png,Clustered_cell,0.4917,0.4806,0.0277,0.4917,Unclustered,True,221082
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y004_cell_0011_slide2_4.png,Clustered_cell,0.4898,0.0185,0.4917,0.4917,NonMonocyte,True,62349
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x007_y004_cell_0010_slide1_5.png,Monocyte_without_RBC,0.492,0.0243,0.4837,0.492,Unclustered,True,220475
D:/MMA_LabelledData/Sliced\Monocyte_with_RBC\tile_x007_y004_cell_0003_slide3_8.png,Monocyte_with_RBC,0.4571,0.4922,0.0507,0.4922,Clustered,True,220347
D:/MMA_LabelledData/Sliced\Unusable\tile_x007_y004_cell_0198_slide1_3.png,Unusable,0.164,0.3437,0.4922,0.4922,NonMonocyte,True,222081
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y006_cell_0036_slide2_4.png,Monocyte_without_RBC,0.4752,0.032,0.4927,0.4927,NonMonocyte,True,66567
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y005_cell_0040_slide2_2.png,Monocyte_without_RBC,0.4902,0.0167,0.4931,0.4931,NonMonocyte,True,64681
D:/MMA_LabelledData/Sliced\Unusable\tile_x001_y005_cell_0062_slide1_3.png,Unusable,0.4931,0.3098,0.1972,0.4931,Unclustered,True,64962
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y004_cell_0320_slide1_4.png,Clustered_cell,0.4273,0.4935,0.0791,0.4935,Clustered,True,63970
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y003_cell_0004_slide1_2.png,Clustered_cell,0.3847,0.4935,0.1219,0.4935,Clustered,True,60246
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y006_cell_0054_slide1_6.png,Clustered_cell,0.4936,0.3953,0.111,0.4936,Unclustered,True,66803
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y006_cell_0067_slide1_3.png,Monocyte_without_RBC,0.4937,0.0383,0.468,0.4937,Unclustered,True,66938
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y006_cell_0022_slide1_5.png,Monocyte_without_RBC,0.4937,0.0146,0.4918,0.4937,Unclustered,True,66354
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y005_cell_0031_slide2_4.png,Monocyte_without_RBC,0.4938,0.0812,0.4251,0.4938,Unclustered,True,64548
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y003_cell_0011_slide2_5.png,Monocyte_without_RBC,0.494,0.057,0.449,0.494,Unclustered,True,60398
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y004_cell_0001_slide2_1.png,Monocyte_without_RBC,0.4574,0.048,0.4945,0.4945,NonMonocyte,True,62124
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y005_cell_0027_slide1_5.png,Clustered_cell,0.4946,0.3706,0.1348,0.4946,Unclustered,True,64477
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y002_cell_0014_slide2_1.png,Monocyte_without_RBC,0.4948,0.4838,0.0214,0.4948,Unclustered,True,58366
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x007_y004_cell_0010_slide2_7.png,Monocyte_without_RBC,0.408,0.097,0.495,0.495,NonMonocyte,True,220485
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x007_y003_cell_0145_slide1_2.png,Clustered_cell,0.4953,0.4301,0.0745,0.4953,Unclustered,True,219641
D:/MMA_LabelledData/Sliced\Unusable\tile_x001_y002_cell_0122_slide1_3.png,Unusable,0.4953,0.2814,0.2234,0.4953,Unclustered,True,59452
D:/MMA_LabelledData/Sliced\Monocyte_with_RBC\tile_x001_y001_cell_0333_slide1_5.png,Monocyte_with_RBC,0.4914,0.4954,0.0132,0.4954,Clustered,True,58073
D:/MMA_LabelledData/Sliced\RBC alone\tile_x001_y003_cell_0045_slide2_4.png,RBC alone,0.4954,0.0175,0.4871,0.4954,Unclustered,True,60896
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y007_cell_0001_slide2_2.png,Monocyte_without_RBC,0.4955,0.1601,0.3444,0.4955,Unclustered,True,68048
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y006_cell_0156_slide2_6.png,Clustered_cell,0.4956,0.4242,0.0802,0.4956,Unclustered,True,67650
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x007_y004_cell_0155_slide1_2.png,Clustered_cell,0.4958,0.4948,0.0093,0.4958,Unclustered,True,221905
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y004_cell_0032_slide2_1.png,Clustered_cell,0.013,0.4912,0.4958,0.4958,NonMonocyte,True,62663
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y004_cell_0052_slide1_4.png,Clustered_cell,0.0486,0.4554,0.496,0.496,NonMonocyte,True,62935
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x007_y004_cell_0094_slide2_6.png,Clustered_cell,0.212,0.2919,0.4962,0.4962,NonMonocyte,True,221539
D:/MMA_LabelledData/Sliced\Monocyte_with_RBC\tile_x001_y002_cell_0216_slide1_2.png,Monocyte_with_RBC,0.1496,0.4963,0.3541,0.4963,Clustered,True,59905
D:/MMA_LabelledData/Sliced\Monocyte_with_RBC\tile_x017_y002_cell_0126_slide1_3.png,Monocyte_with_RBC,0.4963,0.1171,0.3867,0.4963,Unclustered,True,469803
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x018_y013_cell_0011_slide1_1.png,Clustered_cell,0.4964,0.2306,0.2729,0.4964,Unclustered,True,494948
D:/MMA_LabelledData/Sliced\Unusable\tile_x001_y002_cell_0065_slide1_3.png,Unusable,0.4965,0.4129,0.0905,0.4965,Unclustered,True,59018
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x007_y004_cell_0023_slide1_7.png,Clustered_cell,0.4774,0.4966,0.026,0.4966,Clustered,True,220689
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x007_y004_cell_0051_slide2_4.png,Monocyte_without_RBC,0.4752,0.0281,0.4966,0.4966,NonMonocyte,True,221100
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y006_cell_0030_slide1_1.png,Monocyte_without_RBC,0.4966,0.0706,0.4328,0.4966,Unclustered,True,66470
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y006_cell_0078_slide1_6.png,Monocyte_without_RBC,0.4922,0.011,0.4968,0.4968,NonMonocyte,True,67040
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y007_cell_0003_slide2_8.png,Monocyte_without_RBC,0.4968,0.0583,0.4448,0.4968,Unclustered,True,68102
D:/MMA_LabelledData/Sliced\Unusable\tile_x007_y004_cell_0130_slide1_2.png,Unusable,0.376,0.1268,0.4972,0.4972,NonMonocyte,True,221775
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y006_cell_0123_slide1_4.png,Monocyte_without_RBC,0.4972,0.1925,0.3103,0.4972,Unclustered,True,67428
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y004_cell_0187_slide1_4.png,Clustered_cell,0.4974,0.3507,0.1519,0.4974,Unclustered,True,63755
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y006_cell_0027_slide1_3.png,Monocyte_without_RBC,0.0634,0.4389,0.4977,0.4977,NonMonocyte,True,66427
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y006_cell_0142_slide1_3.png,Monocyte_without_RBC,0.4979,0.0558,0.4463,0.4979,Unclustered,True,67562
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y005_cell_0088_slide1_6.png,Clustered_cell,0.4247,0.4981,0.0771,0.4981,Clustered,True,65231
D:/MMA_LabelledData/Sliced\Monocyte_with_RBC\tile_x018_y002_cell_0076_slide1_1.png,Monocyte_with_RBC,0.1617,0.4983,0.3401,0.4983,Clustered,True,491703
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x007_y004_cell_0052_slide2_4.png,Monocyte_without_RBC,0.4984,0.1582,0.3434,0.4984,Unclustered,True,221114
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y005_cell_0079_slide2_2.png,Monocyte_without_RBC,0.4984,0.018,0.4836,0.4984,Unclustered,True,65143
D:/MMA_LabelledData/Sliced\Unusable\tile_x007_y004_cell_0035_slide2_5.png,Unusable,0.4985,0.0248,0.4767,0.4985,Unclustered,True,220877
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x007_y004_cell_0144_slide1_3.png,Clustered_cell,0.4881,0.4987,0.0131,0.4987,Clustered,True,221851
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x007_y004_cell_0055_slide1_8.png,Clustered_cell,0.4923,0.4987,0.009,0.4987,Clustered,True,221151
D:/MMA_LabelledData/Sliced\Unusable\tile_x018_y013_cell_0031_slide1_4.png,Unusable,0.4988,0.0278,0.4734,0.4988,Unclustered,True,495030
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y003_cell_0037_slide1_8.png,Monocyte_without_RBC,0.4988,0.0457,0.4555,0.4988,Unclustered,True,60780
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x007_y004_cell_0063_slide1_3.png,Clustered_cell,0.4155,0.4988,0.0857,0.4988,Clustered,True,221242
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x017_y008_cell_0050_slide1_2.png,Clustered_cell,0.4989,0.4851,0.0161,0.4989,Unclustered,True,482759
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y004_cell_0057_slide2_5.png,Clustered_cell,0.337,0.4991,0.1639,0.4991,Clustered,True,63002
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x007_y003_cell_0217_slide1_2.png,Monocyte_without_RBC,0.452,0.4991,0.0488,0.4991,Clustered,True,219941
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y005_cell_0053_slide1_5.png,Monocyte_without_RBC,0.4992,0.0227,0.4781,0.4992,Unclustered,True,64855
D:/MMA_LabelledData/Sliced\Monocyte_with_RBC\tile_x018_y009_cell_0099_slide1_3.png,Monocyte_with_RBC,0.4731,0.0276,0.4993,0.4993,NonMonocyte,True,494263
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x007_y004_cell_0046_slide2_7.png,Monocyte_without_RBC,0.4535,0.0472,0.4993,0.4993,NonMonocyte,True,221033
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y001_cell_0328_slide1_5.png,Clustered_cell,0.1723,0.3284,0.4993,0.4993,NonMonocyte,True,58068
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y002_cell_0253_slide1_2.png,Clustered_cell,0.2701,0.2305,0.4994,0.4994,NonMonocyte,True,60053
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y001_cell_0251_slide1_5.png,Clustered_cell,0.0027,0.4994,0.4979,0.4994,Clustered,True,57991
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x007_y004_cell_0139_slide1_1.png,Clustered_cell,0.2132,0.2874,0.4994,0.4994,NonMonocyte,True,221824
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y004_cell_0112_slide1_6.png,Monocyte_without_RBC,0.4994,0.0034,0.4972,0.4994,Unclustered,True,63435
D:/MMA_LabelledData/Sliced\Lymphocyte\tile_x001_y002_cell_0058_slide1_8.png,Lymphocyte,0.4995,0.0051,0.4954,0.4995,Unclustered,True,58945
D:/MMA_LabelledData/Sliced\Lymphocyte\tile_x001_y006_cell_0003_slide2_4.png,Lymphocyte,0.4997,0.0215,0.4788,0.4997,Unclustered,True,66020
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y002_cell_0240_slide1_4.png,Monocyte_without_RBC,0.4998,0.0061,0.4942,0.4998,Unclustered,True,60002
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x007_y004_cell_0009_slide2_6.png,Monocyte_without_RBC,0.4968,0.0033,0.4999,0.4999,NonMonocyte,True,220465
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x018_y012_cell_0039_slide1_3.png,Clustered_cell,0.0025,0.4975,0.5001,0.5001,NonMonocyte,True,494845
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y005_cell_0060_slide1_2.png,Monocyte_without_RBC,0.5002,0.4793,0.0204,0.5002,Unclustered,True,64937
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y004_cell_0083_slide2_1.png,Monocyte_without_RBC,0.4941,0.0057,0.5002,0.5002,NonMonocyte,True,63256
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y007_cell_0007_slide1_2.png,Monocyte_without_RBC,0.4671,0.5005,0.0324,0.5005,Clustered,True,68180
D:/MMA_LabelledData/Sliced\Lymphocyte\tile_x001_y003_cell_0089_slide2_2.png,Lymphocyte,0.4969,0.0026,0.5005,0.5005,NonMonocyte,True,61335
D:/MMA_LabelledData/Sliced\Unusable\tile_x018_y013_cell_0020_slide1_5.png,Unusable,0.1706,0.3288,0.5006,0.5006,NonMonocyte,True,494987
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y003_cell_0109_slide1_5.png,Clustered_cell,0.0021,0.5011,0.4968,0.5011,Clustered,True,61492
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x017_y002_cell_0155_slide1_8.png,Clustered_cell,0.4694,0.5012,0.0294,0.5012,Clustered,True,469945
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x018_y011_cell_0017_slide1_3.png,Monocyte_without_RBC,0.2944,0.5013,0.2042,0.5013,Clustered,True,494580
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y003_cell_0030_slide2_5.png,Monocyte_without_RBC,0.4888,0.5015,0.0097,0.5015,Clustered,True,60687
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y004_cell_0006_slide1_3.png,Clustered_cell,0.016,0.5016,0.4824,0.5016,Clustered,True,62236
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y003_cell_0060_slide2_2.png,Clustered_cell,0.3659,0.1325,0.5016,0.5016,NonMonocyte,True,61067
D:/MMA_LabelledData/Sliced\Unusable\tile_x001_y001_cell_0063_slide1_3.png,Unusable,0.5017,0.1941,0.3042,0.5017,Unclustered,True,57207
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x018_y012_cell_0002_slide1_1.png,Monocyte_without_RBC,0.5018,0.0783,0.4199,0.5018,Unclustered,True,494717
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x018_y011_cell_0014_slide1_1.png,Clustered_cell,0.0007,0.5019,0.4974,0.5019,Clustered,True,494567
D:/MMA_LabelledData/Sliced\Unusable\tile_x017_y006_cell_0165_slide1_2.png,Unusable,0.4525,0.0452,0.5023,0.5023,NonMonocyte,True,479825
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x007_y004_cell_0067_slide1_5.png,Monocyte_without_RBC,0.5024,0.1137,0.384,0.5024,Unclustered,True,221284
D:/MMA_LabelledData/Sliced\Lymphocyte\tile_x001_y001_cell_0125_slide1_4.png,Lymphocyte,0.4958,0.0016,0.5025,0.5025,NonMonocyte,True,57696
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y004_cell_0149_slide1_6.png,Monocyte_without_RBC,0.5025,0.0048,0.4928,0.5025,Unclustered,True,63614
D:/MMA_LabelledData/Sliced\Lymphocyte\tile_x001_y001_cell_0013_slide1_4.png,Lymphocyte,0.4912,0.0063,0.5025,0.5025,NonMonocyte,True,56447
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y003_cell_0106_slide1_3.png,Clustered_cell,0.5026,0.4139,0.0836,0.5026,Unclustered,True,61466
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y004_cell_0082_slide1_4.png,Clustered_cell,0.3614,0.1359,0.5027,0.5027,NonMonocyte,True,63246
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x018_y013_cell_0024_slide1_4.png,Monocyte_without_RBC,0.4727,0.0245,0.5027,0.5027,NonMonocyte,True,495002
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y003_cell_0037_slide2_3.png,Monocyte_without_RBC,0.5027,0.3484,0.1489,0.5027,Unclustered,True,60783
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y004_cell_0224_slide1_6.png,Monocyte_without_RBC,0.5028,0.027,0.4701,0.5028,Unclustered,True,63854
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y001_cell_0019_slide2_1.png,Monocyte_without_RBC,0.503,0.0139,0.4831,0.503,Unclustered,True,56572
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x007_y004_cell_0169_slide1_2.png,Clustered_cell,0.4373,0.5031,0.0596,0.5031,Clustered,True,221969
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y001_cell_0084_slide2_1.png,Monocyte_without_RBC,0.4785,0.0184,0.5031,0.5031,NonMonocyte,True,57428
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y005_cell_0140_slide1_6.png,Clustered_cell,0.017,0.5032,0.4799,0.5032,Clustered,True,65605
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x018_y010_cell_0099_slide1_3.png,Clustered_cell,0.0281,0.5033,0.4685,0.5033,Clustered,True,494510
D:/MMA_LabelledData/Sliced\Unusable\tile_x001_y001_cell_0099_slide1_4.png,Unusable,0.1354,0.3613,0.5033,0.5033,NonMonocyte,True,57553
D:/MMA_LabelledData/Sliced\Lymphocyte\tile_x001_y003_cell_0113_slide2_2.png,Lymphocyte,0.5034,0.006,0.4905,0.5034,Unclustered,True,61524
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y007_cell_0007_slide1_4.png,Clustered_cell,0.5034,0.4469,0.0497,0.5034,Unclustered,True,68182
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y001_cell_0016_slide1_1.png,Clustered_cell,0.1757,0.5034,0.3209,0.5034,Clustered,True,56506
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x007_y004_cell_0179_slide1_3.png,Monocyte_without_RBC,0.5035,0.3327,0.1638,0.5035,Unclustered,True,222010
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y001_cell_0097_slide1_8.png,Monocyte_without_RBC,0.4934,0.5036,0.003,0.5036,Clustered,True,57541
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y002_cell_0014_slide1_2.png,Clustered_cell,0.5037,0.467,0.0292,0.5037,Unclustered,True,58359
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x007_y004_cell_0029_slide1_1.png,Clustered_cell,0.5038,0.4943,0.0019,0.5038,Unclustered,True,220775
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y007_cell_0007_slide3_2.png,Monocyte_without_RBC,0.5038,0.112,0.3842,0.5038,Unclustered,True,68195
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y002_cell_0057_slide1_6.png,Monocyte_without_RBC,0.504,0.0641,0.4319,0.504,Unclustered,True,58933
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x017_y002_cell_0125_slide1_8.png,Monocyte_without_RBC,0.5041,0.0301,0.4658,0.5041,Unclustered,True,469799
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y004_cell_0171_slide1_5.png,Monocyte_without_RBC,0.4864,0.0092,0.5044,0.5044,NonMonocyte,True,63701
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y005_cell_0137_slide2_1.png,Clustered_cell,0.5044,0.4828,0.0128,0.5044,Unclustered,True,65594
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x007_y004_cell_0010_slide2_8.png,Monocyte_without_RBC,0.4791,0.0163,0.5045,0.5045,NonMonocyte,True,220486
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y003_cell_0150_slide1_4.png,Clustered_cell,0.3214,0.5045,0.1741,0.5045,Clustered,True,61761
D:/MMA_LabelledData/Sliced\Unusable\tile_x001_y003_cell_0023_slide1_3.png,Unusable,0.49,0.0055,0.5045,0.5045,NonMonocyte,True,60579
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y003_cell_0075_slide1_3.png,Clustered_cell,0.5046,0.0922,0.4032,0.5046,Unclustered,True,61208
D:/MMA_LabelledData/Sliced\Unusable\tile_x007_y003_cell_0133_slide1_1.png,Unusable,0.0013,0.4938,0.5049,0.5049,NonMonocyte,True,219580
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y002_cell_0117_slide1_4.png,Monocyte_without_RBC,0.505,0.003,0.492,0.505,Unclustered,True,59423
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y004_cell_0176_slide1_5.png,Monocyte_without_RBC,0.4881,0.0066,0.5052,0.5052,NonMonocyte,True,63721
D:/MMA_LabelledData/Sliced\Unusable\tile_x001_y006_cell_0133_slide2_1.png,Unusable,0.5053,0.0855,0.4092,0.5053,Unclustered,True,67504
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x017_y006_cell_0175_slide1_4.png,Monocyte_without_RBC,0.4404,0.5055,0.0542,0.5055,Clustered,True,479877
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x007_y004_cell_0100_slide1_5.png,Monocyte_without_RBC,0.5056,0.0249,0.4694,0.5056,Unclustered,True,221584
